city,date,no2,o3,pm10,pm25
Berlin,2024-09-04,7.14,107.0,46.8,16.9
Berlin,2024-09-05,12.1,76.5,54.2,20.8
Berlin,2024-09-06,8.87,111.0,41.2,17.9
Berlin,2024-09-07,11.4,91.8,23.2,11.1
Berlin,2024-09-08,13.4,66.4,19.6,13.0
Berlin,2024-09-09,8.47,68.1,11.7,6.82
Berlin,2024-09-10,14.8,52.8,9.67,6.96
Berlin,2024-09-11,20.8,39.5,9.38,5.61
Berlin,2024-09-12,14.7,42.8,9.38,5.03
Berlin,2024-09-13,8.8,72.0,11.1,4.66
Berlin,2024-09-14,6.92,60.5,7.22,4.12
Berlin,2024-09-15,7.37,45.1,17.5,11.4
Berlin,2024-09-16,5.5,60.4,37.4,25.8
Berlin,2024-09-17,10.1,68.1,45.7,31.0
Berlin,2024-09-18,10.1,64.3,33.7,20.7
Berlin,2024-09-19,11.7,77.6,36.9,17.8
Berlin,2024-09-20,9.07,85.1,32.2,17.5
Berlin,2024-09-21,10.1,80.8,31.9,20.1
Berlin,2024-09-22,25.3,48.7,34.0,17.7
Berlin,2024-09-23,20.4,40.9,22.2,14.9
Berlin,2024-09-24,13.1,50.3,10.4,7.29
Berlin,2024-09-25,11.7,49.6,8.58,5.52
Berlin,2024-09-26,7.05,68.8,8.49,4.35
Berlin,2024-09-27,10.3,65.6,8.15,4.53
Berlin,2024-09-28,11.1,51.0,9.2,5.75
Berlin,2024-09-29,9.24,56.4,9.47,5.71
Berlin,2024-09-30,13.1,35.1,13.5,10.4
Berlin,2024-10-01,15.2,27.8,16.2,12.4
Berlin,2024-10-02,9.14,43.0,7.4,5.08
Berlin,2024-10-03,9.3,48.7,7.16,4.59
Berlin,2024-10-04,11.4,37.1,9.99,6.89
Berlin,2024-10-05,11.0,33.5,14.4,11.1
Berlin,2024-10-06,15.9,20.7,17.3,13.2
Berlin,2024-10-07,25.1,8.77,17.7,13.3
Berlin,2024-10-08,13.1,45.7,10.2,5.84
Berlin,2024-10-09,9.39,53.5,8.7,5.18
Berlin,2024-10-10,22.1,39.3,14.0,9.22
Berlin,2024-10-11,16.8,38.4,12.4,8.4
Berlin,2024-10-12,5.17,56.0,7.91,5.19
Berlin,2024-10-13,23.2,35.7,12.8,8.12
Berlin,2024-10-14,18.9,42.8,12.2,6.8
Berlin,2024-10-15,10.8,52.8,14.8,9.93
Berlin,2024-10-16,16.8,42.5,18.0,11.6
Berlin,2024-10-17,16.7,36.3,24.3,15.5
Berlin,2024-10-18,17.4,34.6,22.5,15.4
Berlin,2024-10-19,18.0,32.8,24.5,17.3
Berlin,2024-10-20,15.0,22.0,19.5,13.5
Berlin,2024-10-21,20.7,9.6,23.6,16.1
Berlin,2024-10-22,26.9,23.1,21.4,13.8
Berlin,2024-10-23,17.8,26.6,21.5,15.1
Berlin,2024-10-24,23.0,19.8,29.2,21.4
Berlin,2024-10-25,24.6,12.0,34.9,27.5
Berlin,2024-10-26,16.2,15.2,27.0,21.8
Berlin,2024-10-27,21.4,10.1,21.6,16.2
Berlin,2024-10-28,17.3,28.2,18.1,13.3
Berlin,2024-10-29,13.6,25.5,14.6,10.6
Berlin,2024-10-30,12.0,42.6,11.5,7.78
Berlin,2024-10-31,13.5,27.6,25.9,21.0
Berlin,2024-11-01,17.1,45.7,16.4,10.7
Berlin,2024-11-02,26.1,26.7,23.3,18.1
Berlin,2024-11-03,21.3,22.6,17.3,13.4
Berlin,2024-11-04,21.2,13.9,25.0,20.1
Berlin,2024-11-05,20.1,4.19,25.7,20.3
Berlin,2024-11-06,16.7,12.8,10.6,8.22
Berlin,2024-11-07,11.5,27.8,19.5,16.3
Berlin,2024-11-08,10.7,27.1,35.4,31.6
Berlin,2024-11-09,23.8,7.49,32.2,27.7
Berlin,2024-11-10,17.1,2.85,28.1,23.2
Berlin,2024-11-11,15.8,6.73,22.2,18.7
Berlin,2024-11-12,25.7,9.28,19.4,14.8
Berlin,2024-11-13,20.5,21.9,14.2,10.7
Berlin,2024-11-14,20.1,31.0,22.3,13.7
Berlin,2024-11-16,6.48,42.0,13.7,11.2
Berlin,2024-11-17,12.3,50.5,8.41,5.25
Berlin,2024-11-18,18.4,27.3,9.94,7.57
Berlin,2024-11-19,12.6,48.1,9.72,7.88
Berlin,2024-11-20,14.6,41.7,11.0,8.58
Berlin,2024-11-21,15.1,34.9,13.4,10.7
Berlin,2024-11-22,13.0,40.4,11.5,9.01
Berlin,2024-11-23,12.0,43.0,10.2,7.17
Berlin,2024-11-24,22.5,27.7,17.2,10.2
Berlin,2024-11-25,23.7,29.8,17.1,12.1
Berlin,2024-11-26,20.0,23.1,14.6,10.8
Berlin,2024-11-27,8.61,47.5,5.74,4.08
Berlin,2024-11-28,13.9,35.7,8.79,6.54
Berlin,2024-11-29,16.7,27.0,13.9,11.6
Berlin,2024-11-30,19.8,11.1,21.2,18.7
Berlin,2024-12-01,20.1,13.7,18.4,15.5
Berlin,2024-12-02,19.4,19.8,16.9,13.7
Berlin,2024-12-03,12.6,34.6,12.2,9.05
Berlin,2024-12-04,17.6,32.0,14.9,12.0
Berlin,2024-12-05,26.4,25.1,14.0,11.4
Berlin,2024-12-06,14.7,30.9,11.3,8.63
Berlin,2024-12-07,11.9,26.3,19.7,17.1
Berlin,2024-12-08,10.2,14.6,13.3,11.2
Berlin,2024-12-09,9.17,25.9,19.1,15.9
Berlin,2024-12-10,13.4,36.8,15.2,12.4
Berlin,2024-12-11,21.6,28.4,21.7,17.2
Berlin,2024-12-12,15.2,31.0,17.7,14.8
Berlin,2024-12-13,15.9,17.9,24.1,21.2
Berlin,2024-12-14,10.4,41.1,12.2,10.1
Berlin,2024-12-15,9.19,45.3,6.2,4.5
Berlin,2024-12-16,11.9,49.8,12.3,8.85
Berlin,2024-12-17,14.4,39.6,11.9,8.7
Berlin,2024-12-18,8.59,54.8,7.41,5.09
Berlin,2024-12-19,10.2,59.5,12.1,7.8
Berlin,2024-12-20,11.1,41.5,11.2,8.73
Berlin,2024-12-21,8.78,49.3,8.66,6.45
Berlin,2024-12-22,11.2,51.6,10.9,7.85
Berlin,2024-12-23,16.5,35.1,12.5,9.25
Berlin,2024-12-24,17.3,21.0,21.2,17.2
Berlin,2024-12-25,15.2,13.2,16.2,13.2
Berlin,2024-12-26,19.4,8.94,14.2,10.3
Berlin,2024-12-27,20.1,1.82,24.2,18.5
Berlin,2024-12-28,23.6,3.94,24.7,21.2
Berlin,2024-12-29,15.6,19.7,18.3,16.1
Berlin,2024-12-30,14.9,21.6,24.0,21.0
Berlin,2024-12-31,8.26,47.5,20.6,16.9
Berlin,2025-01-01,11.1,55.9,10.5,6.98
Berlin,2025-01-02,10.3,60.7,7.9,5.49
Berlin,2025-01-03,14.7,50.2,13.9,11.1
Berlin,2025-01-04,21.7,31.4,17.5,15.2
Berlin,2025-01-05,18.1,36.6,11.2,8.61
Berlin,2025-01-06,10.4,59.3,7.81,4.57
Berlin,2025-01-07,16.1,44.5,9.86,7.16
Berlin,2025-01-08,21.5,25.2,11.6,9.54
Berlin,2025-01-09,18.2,39.4,12.0,9.9
Berlin,2025-01-10,10.9,44.8,8.99,6.63
Berlin,2025-01-11,8.91,59.5,7.36,4.89
Berlin,2025-01-12,25.5,43.0,10.8,8.17
Berlin,2025-01-13,26.5,31.2,21.2,16.6
Berlin,2025-01-14,19.1,35.6,15.5,12.6
Berlin,2025-01-15,12.3,43.9,14.7,12.1
Berlin,2025-01-16,21.8,15.8,22.3,17.8
Berlin,2025-01-17,31.9,4.54,25.1,19.5
Berlin,2025-01-18,17.3,12.3,24.8,21.4
Berlin,2025-01-19,29.1,9.82,37.1,33.0
Berlin,2025-01-20,35.5,6.06,28.6,25.3
Berlin,2025-01-21,29.7,8.5,29.5,23.7
Berlin,2025-01-22,21.4,24.4,17.5,14.9
Berlin,2025-01-23,15.0,41.0,11.3,9.01
Berlin,2025-01-24,19.1,40.7,10.7,7.63
Berlin,2025-01-25,13.4,38.3,10.6,8.55
Berlin,2025-01-26,23.1,38.8,8.06,5.93
Berlin,2025-01-27,25.2,33.1,11.4,8.67
Berlin,2025-01-28,14.1,41.3,8.85,6.51
Berlin,2025-01-29,22.1,30.5,12.1,8.2
Berlin,2025-01-30,11.1,57.0,10.6,6.87
Berlin,2025-01-31,22.4,34.9,19.3,14.4
Berlin,2025-02-01,17.8,44.5,15.0,11.6
Berlin,2025-02-02,32.4,30.1,21.6,16.3
Berlin,2025-02-03,35.3,12.4,36.8,30.3
Berlin,2025-02-04,30.6,11.5,26.8,22.5
Berlin,2025-02-05,15.3,35.7,16.4,13.1
Berlin,2025-02-06,8.11,50.5,17.5,13.9
Berlin,2025-02-07,10.2,34.0,31.2,25.9
Berlin,2025-02-08,13.8,25.9,40.5,35.4
Berlin,2025-02-09,13.5,20.9,46.2,39.7
Berlin,2025-02-10,13.7,40.5,37.4,29.5
Berlin,2025-02-11,14.2,22.7,49.9,42.5
Berlin,2025-02-12,22.8,10.1,55.9,49.5
Berlin,2025-02-13,17.4,42.4,19.0,16.0
Berlin,2025-02-14,21.4,46.9,12.1,9.77
Berlin,2025-02-15,20.2,48.8,16.2,13.2
Berlin,2025-02-16,34.8,38.4,16.2,11.3
Berlin,2025-02-17,54.3,22.2,25.1,16.1
Berlin,2025-02-18,44.9,30.7,27.2,20.2
Berlin,2025-02-19,26.3,55.6,29.6,22.7
Berlin,2025-02-20,30.3,36.3,38.2,30.8
Berlin,2025-02-21,18.9,59.5,32.2,25.5
Berlin,2025-02-22,28.9,38.6,28.6,23.2
Berlin,2025-02-23,28.7,30.9,23.2,16.3
Berlin,2025-02-24,18.3,46.9,19.8,14.2
Berlin,2025-02-25,23.0,7.17,26.8,23.7
Berlin,2025-02-26,15.7,33.2,22.7,18.2
Berlin,2025-02-27,19.4,32.4,17.4,14.4
Berlin,2025-02-28,4.09,69.4,7.13,5.49
Berlin,2025-03-01,8.55,57.4,16.1,13.3
Berlin,2025-03-02,12.9,69.6,17.3,11.0
Berlin,2025-03-03,31.6,55.5,26.3,18.7
Berlin,2025-03-04,31.7,50.2,23.5,15.0
Berlin,2025-03-05,35.8,47.3,31.7,19.2
Berlin,2025-03-06,48.9,39.0,42.3,24.2
Berlin,2025-03-07,21.6,75.8,33.8,24.3
Berlin,2025-03-08,26.8,71.1,55.0,40.0
Berlin,2025-03-09,47.0,49.0,65.3,46.2
Berlin,2025-03-10,28.3,34.0,53.0,42.8
Berlin,2025-03-11,20.5,38.1,34.2,26.1
Berlin,2025-03-12,20.8,42.7,18.3,12.8
Berlin,2025-03-13,21.8,43.6,19.4,12.9
Berlin,2025-03-14,11.3,45.6,24.6,20.9
Berlin,2025-03-15,14.4,52.3,21.1,17.4
Berlin,2025-03-16,9.7,67.1,7.85,4.05
Berlin,2025-03-17,28.9,49.7,14.8,7.9
Berlin,2025-03-18,47.7,30.7,34.1,17.4
Berlin,2025-03-19,45.7,34.6,41.0,20.4
Berlin,2025-03-20,33.4,56.1,45.0,22.4
Berlin,2025-03-21,8.09,82.2,33.9,19.3
Berlin,2025-03-22,10.1,77.5,32.7,23.5
Berlin,2025-03-23,15.3,61.6,35.7,24.0
Berlin,2025-03-24,20.0,44.9,42.8,31.5
Berlin,2025-03-25,17.7,46.8,16.4,11.3
Berlin,2025-03-26,19.1,32.2,19.2,14.5
Berlin,2025-03-27,19.5,44.2,23.6,16.1
Berlin,2025-03-28,15.2,55.4,29.3,20.4
Berlin,2025-03-29,15.5,54.8,13.2,9.51
Berlin,2025-03-30,10.5,55.4,11.2,8.16
Berlin,2025-03-31,8.87,56.9,11.8,7.96
Berlin,2025-04-01,11.2,56.7,19.6,13.3
Berlin,2025-04-02,13.7,60.4,18.4,6.62
Berlin,2025-04-03,23.1,52.4,19.7,7.92
Berlin,2025-04-04,7.02,72.2,13.4,6.4
Berlin,2025-04-05,5.44,77.6,8.26,3.46
Berlin,2025-04-06,11.9,68.5,10.6,4.09
Berlin,2025-04-07,12.3,69.6,16.0,6.36
Berlin,2025-04-08,15.4,66.8,20.5,8.31
Berlin,2025-04-09,6.39,72.1,21.2,11.2
Berlin,2025-04-10,15.3,71.6,31.5,16.3
Berlin,2025-04-11,21.7,51.8,26.6,15.9
Berlin,2025-04-12,13.5,63.9,24.9,14.7
Berlin,2025-04-13,17.3,70.1,21.5,11.4
Berlin,2025-04-14,7.77,76.5,24.2,11.8
Berlin,2025-04-15,9.43,65.7,18.0,9.32
Berlin,2025-04-16,10.3,74.0,37.9,15.6
Berlin,2025-04-17,9.0,36.2,21.4,15.9
Berlin,2025-04-18,7.87,44.9,11.1,8.82
Berlin,2025-04-19,9.15,54.3,19.0,15.9
Berlin,2025-04-20,15.9,56.2,18.2,14.6
Berlin,2025-04-21,18.2,34.1,13.3,9.75
Berlin,2025-04-22,11.1,74.9,20.1,14.1
Berlin,2025-04-23,8.87,26.7,14.0,8.31
Berlin,2025-04-24,6.7,-1.0,14.3,8.48
Berlin,2025-04-25,5.59,-1.0,11.1,5.33
Berlin,2025-04-26,5.6,-1.0,14.1,6.67
Berlin,2025-04-27,14.1,-1.0,22.0,8.62
Berlin,2025-04-28,25.2,-1.0,21.6,9.63
Berlin,2025-04-29,14.7,-1.0,16.1,6.58
Berlin,2025-04-30,11.1,-1.0,16.8,7.77
Berlin,2025-05-01,16.8,-1.0,22.1,10.7
Berlin,2025-05-03,5.1,-1.0,9.78,4.42
Berlin,2025-05-04,5.14,-1.0,12.0,3.91
Berlin,2025-05-05,12.2,-1.0,13.4,5.52
Berlin,2025-05-06,7.17,-1.0,12.8,5.41
Berlin,2025-05-07,7.35,-1.0,11.5,5.0
Berlin,2025-05-08,13.7,-1.0,18.8,7.45
Berlin,2025-05-09,9.33,-1.0,14.1,6.88
Berlin,2025-05-10,4.91,-1.0,11.8,7.08
Berlin,2025-05-11,7.95,-1.0,22.3,7.8
Berlin,2025-05-12,12.1,-1.0,25.6,9.08
Berlin,2025-05-13,17.0,-1.0,27.3,8.84
Berlin,2025-05-14,5.23,-1.0,26.0,6.61
Berlin,2025-05-15,10.3,-1.0,13.4,6.79
Berlin,2025-05-16,13.9,-1.0,12.2,6.79
Berlin,2025-05-17,9.37,-1.0,8.61,5.37
Berlin,2025-05-18,9.0,-1.0,11.8,7.15
Berlin,2025-05-19,17.6,-1.0,19.3,10.2
Berlin,2025-05-20,12.1,-1.0,20.6,9.02
Berlin,2025-05-21,6.26,-1.0,22.0,8.34
Berlin,2025-05-22,8.82,-1.0,9.99,5.0
Berlin,2025-05-23,9.8,-1.0,11.4,6.63
Berlin,2025-05-24,9.21,-1.0,13.0,8.94
Berlin,2025-05-25,11.2,-1.0,14.8,8.84
Berlin,2025-05-26,12.1,-1.0,20.2,10.3
Berlin,2025-05-27,8.45,-1.0,9.9,6.09
Berlin,2025-05-28,5.02,-1.0,9.69,5.93
Berlin,2025-05-29,8.76,-1.0,13.9,8.89
Berlin,2025-05-30,13.7,-1.0,14.7,9.01
Berlin,2025-05-31,6.79,-1.0,13.1,8.51
Berlin,2025-06-01,11.0,-1.0,20.4,12.7
Berlin,2025-06-02,10.4,-1.0,16.3,8.89
Berlin,2025-06-03,12.5,-1.0,22.6,13.0
Berlin,2025-06-04,9.12,-1.0,14.0,8.34
Berlin,2025-06-05,7.76,-1.0,13.7,6.56
Berlin,2025-06-06,7.76,-1.0,10.5,6.33
Berlin,2025-06-07,2.53,-1.0,13.5,7.82
Berlin,2025-06-08,6.98,-1.0,11.4,7.37
Berlin,2025-06-09,13.6,-1.0,20.6,15.6
Berlin,2025-06-10,6.27,-1.0,15.1,9.24
Berlin,2025-06-11,8.46,-1.0,13.0,7.31
Berlin,2025-06-12,6.32,-1.0,14.0,5.5
Berlin,2025-06-13,4.58,-1.0,13.0,7.56
Berlin,2025-06-14,6.14,-1.0,17.7,11.4
Berlin,2025-06-15,4.58,-1.0,14.1,7.97
Berlin,2025-06-16,6.53,-1.0,12.0,7.29
Berlin,2025-06-17,13.2,-1.0,23.2,11.6
Berlin,2025-06-18,4.79,-1.0,16.3,8.24
Berlin,2025-06-19,8.11,-1.0,18.3,7.27
Berlin,2025-06-20,11.2,-1.0,17.3,7.86
Berlin,2025-06-21,22.8,-1.0,22.0,12.7
Berlin,2025-06-22,7.8,-1.0,24.7,8.88
Berlin,2025-06-23,7.49,-1.0,19.5,7.09
Berlin,2025-06-24,8.47,-1.0,12.8,7.71
Berlin,2025-06-25,8.69,-1.0,14.2,7.06
Berlin,2025-06-26,6.92,-1.0,13.5,7.86
Berlin,2025-06-27,9.11,-1.0,13.8,8.26
Berlin,2025-06-28,6.35,-1.0,12.5,6.46
Berlin,2025-06-29,7.91,-1.0,15.6,7.33
Berlin,2025-06-30,9.02,-1.0,17.8,7.29
Berlin,2025-07-01,11.6,-1.0,20.3,6.96
Berlin,2025-07-02,7.78,-1.0,20.9,7.87
Berlin,2025-07-03,6.62,-1.0,13.7,5.38
Berlin,2025-07-04,14.7,-1.0,18.4,7.95
Berlin,2025-07-05,7.56,-1.0,14.2,5.79
Berlin,2025-07-06,7.81,-1.0,9.38,4.9
Berlin,2025-07-07,6.98,-1.0,12.7,6.48
Berlin,2025-07-08,6.23,-1.0,11.1,6.26
Berlin,2025-07-09,8.12,-1.0,13.0,8.22
Berlin,2025-07-10,9.54,-1.0,12.4,6.48
Berlin,2025-07-11,7.05,-1.0,10.7,7.74
Berlin,2025-07-12,6.52,-1.0,12.3,8.05
